Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2025-10-10T02:09:17.546Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""7162"",""140"",""336892"",""322"",""344516"",""0.32"""
"2025-10-10T02:08:57.064Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""7107"",""336892"",""174"",""344173"",""0.30"""
"2025-10-10T02:08:40.079Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""6405"",""336892"",""357"",""343654"",""0.30"""
"2025-10-10T02:08:14.978Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""4624"",""336892"",""929"",""342445"",""0.30"""
"2025-10-10T02:07:53.062Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""2599"",""336892"",""1348"",""340839"",""0.30"""
"2025-10-10T02:07:42.128Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""1401"",""336892"",""935"",""339228"",""0.28"""
"2025-10-10T02:07:27.222Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""6305"",""771"",""330587"",""304"",""337967"",""0.31"""
"2025-10-10T02:06:11.607Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""1873"",""6215"",""328714"",""485"",""337287"",""0.31"""
"2025-10-10T02:05:55.384Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""2068"",""1756"",""326646"",""6212"",""336682"",""0.43"""
"2025-10-10T02:05:39.293Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""317144"",""1876"",""9502"",""310"",""328832"",""2.88"""
"2025-10-10T01:59:24.358Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""2545"",""1727"",""323899"",""877"",""329048"",""0.29"""
"2025-10-10T01:59:08.818Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""2459"",""323125"",""508"",""326092"",""0.26"""
"2025-10-10T01:58:54.746Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""5786"",""1331"",""317339"",""575"",""325031"",""0.31"""
"2025-10-10T01:58:39.610Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""5661"",""317339"",""640"",""323640"",""0.29"""
"2025-10-10T01:58:18.508Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""4941"",""317339"",""379"",""322659"",""0.27"""
"2025-10-10T01:58:01.534Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""2376"",""317339"",""1327"",""321042"",""0.28"""
"2025-10-10T01:57:50.158Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""4870"",""594"",""312469"",""817"",""318750"",""0.30"""
"2025-10-10T01:57:37.347Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""4750"",""312469"",""363"",""317582"",""0.27"""
"2025-10-10T01:57:25.732Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""3914"",""312469"",""390"",""316773"",""0.26"""
"2025-10-10T01:57:09.226Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""3066"",""312469"",""408"",""315943"",""0.26"""
"2025-10-10T01:56:52.445Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""355"",""1475"",""312114"",""865"",""314809"",""0.26"""
"2025-10-10T01:56:42.739Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""1370"",""115"",""310744"",""985"",""313214"",""0.26"""
"2025-10-10T01:54:00.683Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""169"",""1098"",""311459"",""848"",""313574"",""0.25"""
"2025-10-10T01:53:52.595Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""6376"",""79"",""304368"",""195"",""311018"",""0.28"""
"2025-10-10T01:49:26.098Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""0"",""6236"",""305449"",""679"",""312364"",""0.28"""
"2025-10-10T01:49:03.534Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""5181"",""304731"",""227"",""310139"",""0.26"""
"2025-10-10T01:48:52.339Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""2167"",""304731"",""1382"",""308280"",""0.27"""
"2025-10-10T01:48:40.623Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""1628"",""304731"",""277"",""306636"",""0.24"""
"2025-10-10T01:48:28.647Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""363"",""680"",""304368"",""446"",""305857"",""0.24"""
"2025-10-10T01:48:19.193Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""6778"",""161"",""297590"",""528"",""305057"",""0.29"""
"2025-10-10T01:45:56.966Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""0"",""4662"",""300869"",""365"",""305896"",""0.26"""
"2025-10-10T01:45:44.499Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""3636"",""300196"",""315"",""304147"",""0.25"""
"2025-10-10T01:45:27.956Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""2819"",""300196"",""400"",""303415"",""0.25"""
"2025-10-10T01:45:15.796Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""1493"",""300196"",""705"",""302394"",""0.25"""
"2025-10-10T01:45:03.987Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""2308"",""688"",""297888"",""424"",""301308"",""0.25"""
"2025-10-10T01:44:33.163Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""298"",""2249"",""297590"",""443"",""300580"",""0.25"""
"2025-10-10T01:44:23.664Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""4884"",""90"",""292706"",""2298"",""299978"",""0.32"""
"2025-10-10T01:43:00.307Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""1144"",""839"",""296638"",""458"",""299079"",""0.24"""
"2025-10-10T01:42:49.649Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""1092"",""295938"",""272"",""297302"",""0.23"""
"2025-10-10T01:42:36.621Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""1388"",""619"",""294550"",""224"",""296781"",""0.24"""
"2025-10-10T01:42:28.403Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""1285"",""294550"",""434"",""296269"",""0.23"""
"2025-10-10T01:42:19.601Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""1844"",""534"",""292706"",""165"",""295249"",""0.24"""
"2025-10-10T01:42:10.510Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""283204"",""1736"",""9502"",""213"",""294655"",""2.57"""
"2025-10-10T01:35:24.525Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""672"",""1298"",""291923"",""161"",""294054"",""0.23"""
"2025-10-10T01:35:16.679Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""4911"",""561"",""286297"",""514"",""292283"",""0.27"""
"2025-10-10T01:34:28.124Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""4162"",""2244"",""287133"",""237"",""293776"",""0.26"""
"2025-10-10T01:34:13.671Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""6724"",""4014"",""279573"",""486"",""290797"",""0.30"""
"2025-10-10T01:31:14.910Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""929"",""1678"",""285300"",""462"",""288369"",""0.23"""
"2025-10-10T01:31:01.757Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""558"",""806"",""283997"",""701"",""286062"",""0.23"""
"2025-10-10T01:30:52.534Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""1858"",""467"",""282139"",""450"",""284914"",""0.24"""
"2025-10-10T01:30:36.457Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""1549"",""282139"",""414"",""284102"",""0.23"""
"2025-10-10T01:30:24.804Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""2566"",""753"",""279573"",""418"",""283310"",""0.24"""
"2025-10-10T01:30:13.813Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""3301"",""2257"",""276272"",""632"",""282462"",""0.26"""
"2025-10-10T01:29:03.612Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""2377"",""1184"",""276898"",""235"",""280694"",""0.23"""
"2025-10-10T01:28:48.593Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""6710"",""2084"",""269562"",""805"",""279161"",""0.29"""
"2025-10-10T01:27:19.403Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""602"",""1104"",""275833"",""701"",""278240"",""0.23"""
"2025-10-10T01:27:09.964Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""2793"",""513"",""272294"",""274"",""275874"",""0.23"""
"2025-10-10T01:26:59.840Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""2670"",""272294"",""278"",""275242"",""0.22"""
"2025-10-10T01:26:46.724Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""2176"",""272294"",""233"",""274703"",""0.22"""
"2025-10-10T01:26:35.189Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""1300"",""272294"",""562"",""274156"",""0.22"""
"2025-10-10T01:26:23.470Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""2337"",""594"",""269957"",""395"",""273283"",""0.23"""
"2025-10-10T01:25:51.975Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""395"",""2233"",""269562"",""516"",""272706"",""0.23"""
"2025-10-10T01:25:43.483Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""173"",""269562"",""2296"",""272031"",""0.26"""
"2025-10-10T01:24:40.410Z,""Errored, Not Charged"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-10-10T01:24:32.254Z,""Errored, Not Charged"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-10-10T01:23:08.047Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""259182"",""673"",""10190"",""896"",""270941"",""2.37"""
"2025-10-10T01:19:52.983Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""0"",""6274"",""263976"",""579"",""270829"",""0.25"""
"2025-10-10T01:19:44.275Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""4883"",""263224"",""354"",""268461"",""0.23"""
"2025-10-10T01:19:33.546Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""4275"",""263224"",""266"",""267765"",""0.23"""
"2025-10-10T01:19:27.027Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""2691"",""3695"",""260533"",""263"",""267182"",""0.25"""
"2025-10-10T01:19:13.603Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""2642"",""260533"",""126"",""263301"",""0.21"""
"2025-10-10T01:19:03.655Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""1333"",""260533"",""675"",""262541"",""0.22"""
"2025-10-10T01:18:53.477Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""921"",""589"",""259612"",""308"",""261430"",""0.21"""
"2025-10-10T01:18:45.441Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""1431"",""862"",""258181"",""358"",""260832"",""0.21"""
"2025-10-10T01:18:40.380Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-10-10T01:18:19.653Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""2579"",""1377"",""255602"",""716"",""260274"",""0.24"""
"2025-10-10T01:18:11.286Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""1495"",""2450"",""254107"",""1353"",""259405"",""0.25"""
"2025-10-10T01:18:10.689Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-10-10T01:18:02.130Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""2962"",""1345"",""251145"",""283"",""255735"",""0.22"""
"2025-10-10T01:18:01.460Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-10-10T01:17:53.783Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""894"",""2794"",""250251"",""291"",""254230"",""0.22"""
"2025-10-10T01:13:16.907Z,""Errored, Not Charged"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-10-10T01:13:13.120Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-10-10T01:13:05.836Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""659"",""252"",""250251"",""329"",""251491"",""0.20"""
"2025-10-10T01:13:05.388Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-10-10T01:12:56.574Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""240749"",""598"",""9502"",""168"",""251017"",""2.18"""
"2025-10-10T01:12:27.956Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""1900"",""1140"",""249171"",""596"",""252807"",""0.21"""
"2025-10-10T01:12:25.661Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-10-10T01:12:17.081Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""1838"",""248399"",""265"",""250502"",""0.20"""
"2025-10-10T01:12:08.098Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""1316"",""248399"",""236"",""249951"",""0.19"""
"2025-10-10T01:11:58.272Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""8669"",""732"",""239730"",""256"",""249387"",""0.26"""
"2025-10-10T01:11:48.458Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""8573"",""239730"",""381"",""248684"",""0.24"""
"2025-10-10T01:11:08.070Z,""Errored, Not Charged"",""claude-4.5-sonnet-thinking"",""Yes"",""3077"",""3282"",""236653"",""122"",""243134"",""0.23"""
"2025-10-10T01:10:31.560Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""10572"",""3003"",""226081"",""3285"",""242941"",""0.37"""
"2025-10-10T01:10:27.919Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-10-10T01:10:20.238Z,""Errored, Not Charged"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""10510"",""226081"",""2857"",""239448"",""0.32"""
"2025-10-10T01:10:09.975Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""10220"",""226081"",""226"",""236527"",""0.24"""
"2025-10-10T01:09:13.048Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""9632"",""226081"",""308"",""236021"",""0.24"""
"2025-10-10T01:09:10.214Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-10-10T01:09:02.991Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""752"",""5240"",""225329"",""4146"",""235467"",""0.32"""
"2025-10-10T01:08:35.975Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""613"",""610"",""224716"",""209"",""226148"",""0.18"""
"2025-10-10T01:08:32.372Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-10-10T01:08:22.526Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""2336"",""298"",""222380"",""553"",""225567"",""0.20"""
"2025-10-10T01:04:53.823Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""558"",""849"",""224254"",""582"",""226243"",""0.18"""
"2025-10-10T01:04:38.631Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""450"",""460"",""223099"",""310"",""224319"",""0.18"""
"2025-10-10T01:04:07.638Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""719"",""350"",""222380"",""370"",""223819"",""0.18"""
"2025-10-10T01:03:59.019Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""9159"",""500"",""213221"",""418"",""223298"",""0.25"""
"2025-10-10T01:02:25.531Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""0"",""1918"",""221378"",""854"",""224150"",""0.19"""
"2025-10-10T01:02:15.998Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""2888"",""699"",""217742"",""243"",""221572"",""0.19"""
"2025-10-10T01:01:37.623Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""4171"",""2837"",""213571"",""309"",""220888"",""0.22"""
"2025-10-10T01:00:39.071Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""350"",""4092"",""213221"",""2773"",""220436"",""0.26"""
"2025-10-10T01:00:29.737Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""4911"",""113"",""208310"",""4260"",""217594"",""0.31"""
"2025-10-10T00:57:47.651Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""2072"",""3779"",""209128"",""683"",""215662"",""0.21"""
"2025-10-10T00:57:35.331Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""198808"",""1718"",""9502"",""1812"",""211840"",""1.86"""
"2025-10-10T00:45:12.511Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""1889"",""2197"",""204938"",""314"",""209338"",""0.19"""
"2025-10-10T00:45:06.462Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""6525"",""1793"",""197780"",""1259"",""207357"",""0.25"""
"2025-10-10T00:42:33.304Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""0"",""4099"",""201283"",""408"",""205790"",""0.18"""
"2025-10-10T00:42:21.361Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""2500"",""200596"",""632"",""203728"",""0.18"""
"2025-10-10T00:42:11.661Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""1649"",""200596"",""450"",""202695"",""0.17"""
"2025-10-10T00:42:04.317Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""949"",""200596"",""318"",""201863"",""0.16"""
"2025-10-10T00:41:55.489Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""965"",""514"",""199631"",""203"",""201313"",""0.16"""
"2025-10-10T00:41:42.072Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""1851"",""846"",""197780"",""343"",""200820"",""0.17"""
"2025-10-10T00:41:36.316Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""2820"",""1755"",""194960"",""516"",""200051"",""0.10"""
"2025-10-10T00:39:35.831Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""532"",""2180"",""195732"",""1243"",""199687"",""0.10"""
"2025-10-10T00:39:23.457Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""7765"",""190"",""187195"",""1023"",""196173"",""0.12"""
"2025-10-10T00:37:56.309Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""1729"",""1330"",""193103"",""592"",""196754"",""0.09"""
"2025-10-10T00:37:33.946Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""1611"",""1563"",""190775"",""589"",""194538"",""0.09"""
"2025-10-10T00:37:17.175Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""3580"",""1512"",""187195"",""876"",""193163"",""0.10"""
"2025-10-10T00:37:04.066Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""177693"",""3141"",""9502"",""1203"",""191539"",""0.84"""
"2025-10-10T00:31:50.844Z,""Errored, Not Charged"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-10-10T00:31:45.323Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""1581"",""714"",""184868"",""255"",""187418"",""0.08"""
"2025-10-10T00:30:33.610Z,""Errored, Not Charged"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-10-10T00:30:21.481Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""323"",""795"",""185524"",""220"",""186862"",""0.08"""
"2025-10-10T00:30:11.610Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""656"",""208"",""184868"",""499"",""186231"",""0.08"""
"2025-10-10T00:30:00.058Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""11799"",""507"",""173069"",""260"",""185635"",""0.12"""
"2025-10-10T00:28:16.825Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""5128"",""1289"",""179969"",""704"",""187090"",""0.10"""
"2025-10-10T00:27:57.407Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""5064"",""179192"",""195"",""184451"",""0.09"""
"2025-10-10T00:27:39.569Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""2990"",""179192"",""1014"",""183196"",""0.09"""
"2025-10-10T00:27:26.948Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""2826"",""967"",""176366"",""856"",""181015"",""0.10"""
"2025-10-10T00:27:08.634Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""2739"",""176366"",""621"",""179726"",""0.08"""
"2025-10-10T00:26:57.566Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""1593"",""531"",""174773"",""963"",""177860"",""0.09"""
"2025-10-10T00:26:34.727Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""925"",""1532"",""173848"",""342"",""176647"",""0.08"""
"2025-10-10T00:26:22.923Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""779"",""851"",""173069"",""1537"",""176236"",""0.10"""
"2025-10-10T00:26:11.392Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""13598"",""304"",""159471"",""934"",""174307"",""0.14"""
"2025-10-10T00:21:20.066Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""0"",""13170"",""160873"",""966"",""175009"",""0.12"""
"2025-10-10T00:18:16.657Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""9674"",""160107"",""665"",""170446"",""0.10"""
"2025-10-10T00:17:12.456Z,""Errored, Not Charged"",""claude-4.5-sonnet-thinking"",""Yes"",""636"",""61"",""159471"",""9533"",""169701"",""0.23"""
"2025-10-10T00:17:03.550Z,""Errored, Not Charged"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-10-10T00:12:53.334Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""5597"",""637"",""153603"",""1387"",""161224"",""0.11"""
"2025-10-10T00:11:36.074Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""1903"",""1982"",""155464"",""570"",""159919"",""0.08"""
"2025-10-10T00:11:24.239Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""1806"",""154777"",""993"",""157576"",""0.08"""
"2025-10-10T00:11:18.217Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""1880"",""385"",""152897"",""738"",""155900"",""0.08"""
"2025-10-10T00:11:10.907Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""11060"",""1710"",""141837"",""249"",""154856"",""0.11"""
"2025-10-10T00:08:05.199Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""1649"",""1530"",""151096"",""514"",""154789"",""0.07"""
"2025-10-10T00:07:54.614Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""1573"",""150355"",""496"",""152424"",""0.07"""
"2025-10-10T00:07:46.750Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""2478"",""527"",""147877"",""572"",""151454"",""0.08"""
"2025-10-10T00:07:17.400Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""3541"",""2393"",""144336"",""302"",""150572"",""0.08"""
"2025-10-10T00:07:10.224Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""3476"",""144336"",""2307"",""150119"",""0.11"""
"2025-10-10T00:07:00.082Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""2927"",""144336"",""221"",""147484"",""0.07"""
"2025-10-10T00:06:45.621Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""2103"",""144336"",""357"",""146796"",""0.07"""
"2025-10-10T00:06:30.812Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""2499"",""952"",""141837"",""1082"",""146370"",""0.09"""
"2025-10-10T00:06:18.452Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""132335"",""2182"",""9502"",""1200"",""145219"",""0.63"""
"2025-10-10T00:00:41.003Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""0"",""4317"",""138590"",""473"",""143380"",""0.07"""
"2025-10-10T00:00:32.813Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""1961"",""137880"",""1030"",""140871"",""0.08"""
"2025-10-10T00:00:27.863Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""2631"",""1032"",""135249"",""519"",""139431"",""0.07"""
"2025-10-10T00:00:17.159Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""2571"",""135249"",""131"",""137951"",""0.06"""
"2025-10-10T00:00:07.180Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""1564"",""135249"",""571"",""137384"",""0.06"""
"2025-10-10T00:00:00.576Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""456"",""491"",""134793"",""586"",""136326"",""0.06"""
"2025-10-09T23:59:50.342Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""2164"",""383"",""132629"",""280"",""135456"",""0.06"""
"2025-10-09T23:59:43.820Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""4313"",""1991"",""128316"",""478"",""135098"",""0.08"""
"2025-10-09T23:57:06.272Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""0"",""3935"",""129639"",""558"",""134132"",""0.07"""
"2025-10-09T23:56:59.679Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""2404"",""128947"",""582"",""131933"",""0.07"""
"2025-10-09T23:56:50.619Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""1843"",""128947"",""273"",""131063"",""0.06"""
"2025-10-09T23:56:41.610Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""631"",""723"",""128316"",""597"",""130267"",""0.06"""
"2025-10-09T23:56:34.997Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""2255"",""441"",""126061"",""502"",""129259"",""0.07"""
"2025-10-09T23:54:55.486Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""1880"",""1616"",""126741"",""624"",""130861"",""0.07"""
"2025-10-09T23:54:29.288Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""493"",""126061"",""2051"",""128605"",""0.08"""
"2025-10-09T23:53:34.966Z,""Errored, Not Charged"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-10-09T23:52:07.054Z,""Included"",""claude-4.5-sonnet-thinking"",""No"",""1808"",""1236"",""124087"",""465"",""127596"",""0.06"""
"2025-10-09T23:51:57.478Z,""Included"",""claude-4.5-sonnet-thinking"",""Yes"",""0"",""1729"",""123374"",""225"",""125328"",""0.05"""
